rel_id,kind,stereotype,from_id,to_id,name,ea_type
REL:uses:RS-app->RS-identification,uses,,RS-app,RS-identification,uses: RS-app -> RS-identification,Dependency
REL:uses:RS-app->RS-identity,uses,,RS-app,RS-identity,uses: RS-app -> RS-identity,Dependency
REL:uses:RS-app->RS-data,uses,,RS-app,RS-data,uses: RS-app -> RS-data,Dependency
REL:uses:RS-app->RS-data-fusion,uses,,RS-app,RS-data-fusion,uses: RS-app -> RS-data-fusion,Dependency
REL:uses:RS-app->RS-render,uses,,RS-app,RS-render,uses: RS-app -> RS-render,Dependency
REL:uses:RS-app->RS-viewport3d,uses,,RS-app,RS-viewport3d,uses: RS-app -> RS-viewport3d,Dependency
REL:uses:RS-app->RS-ui,uses,,RS-app,RS-ui,uses: RS-app -> RS-ui,Dependency
REL:uses:RS-app->RS-model,uses,,RS-app,RS-model,uses: RS-app -> RS-model,Dependency
REL:uses:RS-app->RS-config,uses,,RS-app,RS-config,uses: RS-app -> RS-config,Dependency
REL:uses:RS-app->RS-mission,uses,,RS-app,RS-mission,uses: RS-app -> RS-mission,Dependency
REL:uses:RS-app->RS-eventing,uses,,RS-app,RS-eventing,uses: RS-app -> RS-eventing,Dependency
REL:uses:RS-app->RS-store,uses,,RS-app,RS-store,uses: RS-app -> RS-store,Dependency
REL:uses:RS-app->RS-time,uses,,RS-app,RS-time,uses: RS-app -> RS-time,Dependency
REL:uses:RS-app->RS-ingest,uses,,RS-app,RS-ingest,uses: RS-app -> RS-ingest,Dependency
REL:uses:RS-app->RS-observability,uses,,RS-app,RS-observability,uses: RS-app -> RS-observability,Dependency
REL:uses:RS-app->RS-workflow,uses,,RS-app,RS-workflow,uses: RS-app -> RS-workflow,Dependency
REL:uses:RS-app->RS-security,uses,,RS-app,RS-security,uses: RS-app -> RS-security,Dependency
REL:uses:RS-app->RS-policy,uses,,RS-app,RS-policy,uses: RS-app -> RS-policy,Dependency
REL:uses:RS-app->RS-command,uses,,RS-app,RS-command,uses: RS-app -> RS-command,Dependency
REL:uses:RS-app->RS-geo,uses,,RS-app,RS-geo,uses: RS-app -> RS-geo,Dependency
REL:uses:RS-app->RS-sensor-management,uses,,RS-app,RS-sensor-management,uses: RS-app -> RS-sensor-management,Dependency
REL:uses:RS-app->RS-analytics,uses,,RS-app,RS-analytics,uses: RS-app -> RS-analytics,Dependency
REL:uses:RS-app->RS-assessment,uses,,RS-app,RS-assessment,uses: RS-app -> RS-assessment,Dependency
REL:uses:RS-app->RS-modelops,uses,,RS-app,RS-modelops,uses: RS-app -> RS-modelops,Dependency
REL:uses:RS-app->RS-decision,uses,,RS-app,RS-decision,uses: RS-app -> RS-decision,Dependency
REL:uses:RS-app->RS-replay,uses,,RS-app,RS-replay,uses: RS-app -> RS-replay,Dependency
REL:uses:RS-app->RS-reporting,uses,,RS-app,RS-reporting,uses: RS-app -> RS-reporting,Dependency
REL:uses:RS-app->RS-scenario,uses,,RS-app,RS-scenario,uses: RS-app -> RS-scenario,Dependency
REL:uses:RS-app->RS-api,uses,,RS-app,RS-api,uses: RS-app -> RS-api,Dependency
REL:uses:RS-assessment->RS-model,uses,,RS-assessment,RS-model,uses: RS-assessment -> RS-model,Dependency
REL:uses:RS-association->RS-filters,uses,,RS-association,RS-filters,uses: RS-association -> RS-filters,Dependency
REL:uses:RS-association->RS-testkit,uses,,RS-association,RS-testkit,uses: RS-association -> RS-testkit,Dependency
REL:uses:RS-collab->RS-model,uses,,RS-collab,RS-model,uses: RS-collab -> RS-model,Dependency
REL:uses:RS-collab->RS-eventing,uses,,RS-collab,RS-eventing,uses: RS-collab -> RS-eventing,Dependency
REL:uses:RS-collab->RS-command,uses,,RS-collab,RS-command,uses: RS-collab -> RS-command,Dependency
REL:uses:RS-collab->RS-security,uses,,RS-collab,RS-security,uses: RS-collab -> RS-security,Dependency
REL:uses:RS-collab->RS-policy,uses,,RS-collab,RS-policy,uses: RS-collab -> RS-policy,Dependency
REL:uses:RS-command->RS-model,uses,,RS-command,RS-model,uses: RS-command -> RS-model,Dependency
REL:uses:RS-command->RS-policy,uses,,RS-command,RS-policy,uses: RS-command -> RS-policy,Dependency
REL:uses:RS-config->RS-model,uses,,RS-config,RS-model,uses: RS-config -> RS-model,Dependency
REL:uses:RS-coord->RS-testkit,uses,,RS-coord,RS-testkit,uses: RS-coord -> RS-testkit,Dependency
REL:uses:RS-core->RS-testkit,uses,,RS-core,RS-testkit,uses: RS-core -> RS-testkit,Dependency
REL:uses:RS-data-fusion->RS-data,uses,,RS-data-fusion,RS-data,uses: RS-data-fusion -> RS-data,Dependency
REL:uses:RS-decision->RS-model,uses,,RS-decision,RS-model,uses: RS-decision -> RS-model,Dependency
REL:uses:RS-decision->RS-assessment,uses,,RS-decision,RS-assessment,uses: RS-decision -> RS-assessment,Dependency
REL:uses:RS-decision->RS-policy,uses,,RS-decision,RS-policy,uses: RS-decision -> RS-policy,Dependency
REL:uses:RS-decision->RS-analytics,uses,,RS-decision,RS-analytics,uses: RS-decision -> RS-analytics,Dependency
REL:uses:RS-eventing->RS-model,uses,,RS-eventing,RS-model,uses: RS-eventing -> RS-model,Dependency
REL:uses:RS-filters->RS-core,uses,,RS-filters,RS-core,uses: RS-filters -> RS-core,Dependency
REL:uses:RS-filters->RS-coord,uses,,RS-filters,RS-coord,uses: RS-filters -> RS-coord,Dependency
REL:uses:RS-filters->RS-testkit,uses,,RS-filters,RS-testkit,uses: RS-filters -> RS-testkit,Dependency
REL:uses:RS-fusion-async->RS-track,uses,,RS-fusion-async,RS-track,uses: RS-fusion-async -> RS-track,Dependency
REL:uses:RS-fusion-async->RS-rfs,uses,,RS-fusion-async,RS-rfs,uses: RS-fusion-async -> RS-rfs,Dependency
REL:uses:RS-fusion-async->RS-track-fusion,uses,,RS-fusion-async,RS-track-fusion,uses: RS-fusion-async -> RS-track-fusion,Dependency
REL:uses:RS-fusion-async->RS-core,uses,,RS-fusion-async,RS-core,uses: RS-fusion-async -> RS-core,Dependency
REL:uses:RS-fusion-async->RS-filters,uses,,RS-fusion-async,RS-filters,uses: RS-fusion-async -> RS-filters,Dependency
REL:uses:RS-fusion-async->RS-association,uses,,RS-fusion-async,RS-association,uses: RS-fusion-async -> RS-association,Dependency
REL:uses:RS-fusion-async->RS-testkit,uses,,RS-fusion-async,RS-testkit,uses: RS-fusion-async -> RS-testkit,Dependency
REL:uses:RS-fuzz->RS-association,uses,,RS-fuzz,RS-association,uses: RS-fuzz -> RS-association,Dependency
REL:uses:RS-fuzz->RS-ingest,uses,,RS-fuzz,RS-ingest,uses: RS-fuzz -> RS-ingest,Dependency
REL:uses:RS-fuzz->RS-model,uses,,RS-fuzz,RS-model,uses: RS-fuzz -> RS-model,Dependency
REL:uses:RS-geo->RS-coord,uses,,RS-geo,RS-coord,uses: RS-geo -> RS-coord,Dependency
REL:uses:RS-geo->RS-data,uses,,RS-geo,RS-data,uses: RS-geo -> RS-data,Dependency
REL:uses:RS-identification->RS-model,uses,,RS-identification,RS-model,uses: RS-identification -> RS-model,Dependency
REL:uses:RS-identity->RS-model,uses,,RS-identity,RS-model,uses: RS-identity -> RS-model,Dependency
REL:uses:RS-ingest->RS-model,uses,,RS-ingest,RS-model,uses: RS-ingest -> RS-model,Dependency
REL:uses:RS-ingest->RS-time,uses,,RS-ingest,RS-time,uses: RS-ingest -> RS-time,Dependency
REL:uses:RS-ingest->RS-tracking-service,uses,,RS-ingest,RS-tracking-service,uses: RS-ingest -> RS-tracking-service,Dependency
REL:uses:RS-ingest->RS-interop,uses,,RS-ingest,RS-interop,uses: RS-ingest -> RS-interop,Dependency
REL:uses:RS-ingest->RS-scenario,uses,,RS-ingest,RS-scenario,uses: RS-ingest -> RS-scenario,Dependency
REL:uses:RS-intercept-service->RS-core,uses,,RS-intercept-service,RS-core,uses: RS-intercept-service -> RS-core,Dependency
REL:uses:RS-intercept-service->RS-coord,uses,,RS-intercept-service,RS-coord,uses: RS-intercept-service -> RS-coord,Dependency
REL:uses:RS-intercept-service->RS-allocation,uses,,RS-intercept-service,RS-allocation,uses: RS-intercept-service -> RS-allocation,Dependency
REL:uses:RS-intercept-service->RS-model,uses,,RS-intercept-service,RS-model,uses: RS-intercept-service -> RS-model,Dependency
REL:uses:RS-interop->RS-model,uses,,RS-interop,RS-model,uses: RS-interop -> RS-model,Dependency
REL:uses:RS-interop->RS-eventing,uses,,RS-interop,RS-eventing,uses: RS-interop -> RS-eventing,Dependency
REL:uses:RS-metrics->RS-track,uses,,RS-metrics,RS-track,uses: RS-metrics -> RS-track,Dependency
REL:uses:RS-metrics->RS-association,uses,,RS-metrics,RS-association,uses: RS-metrics -> RS-association,Dependency
REL:uses:RS-metrics->RS-testkit,uses,,RS-metrics,RS-testkit,uses: RS-metrics -> RS-testkit,Dependency
REL:uses:RS-mission->RS-model,uses,,RS-mission,RS-model,uses: RS-mission -> RS-model,Dependency
REL:uses:RS-mission->RS-config,uses,,RS-mission,RS-config,uses: RS-mission -> RS-config,Dependency
REL:uses:RS-mission->RS-store,uses,,RS-mission,RS-store,uses: RS-mission -> RS-store,Dependency
REL:uses:RS-mission->RS-eventing,uses,,RS-mission,RS-eventing,uses: RS-mission -> RS-eventing,Dependency
REL:uses:RS-mission->RS-scenario,uses,,RS-mission,RS-scenario,uses: RS-mission -> RS-scenario,Dependency
REL:uses:RS-ml->RS-model,uses,,RS-ml,RS-model,uses: RS-ml -> RS-model,Dependency
REL:uses:RS-ml->RS-interop,uses,,RS-ml,RS-interop,uses: RS-ml -> RS-interop,Dependency
REL:uses:RS-model->RS-core,uses,,RS-model,RS-core,uses: RS-model -> RS-core,Dependency
REL:uses:RS-model->RS-coord,uses,,RS-model,RS-coord,uses: RS-model -> RS-coord,Dependency
REL:uses:RS-modelops->RS-config,uses,,RS-modelops,RS-config,uses: RS-modelops -> RS-config,Dependency
REL:uses:RS-modelops->RS-model,uses,,RS-modelops,RS-model,uses: RS-modelops -> RS-model,Dependency
REL:uses:RS-node->RS-model,uses,,RS-node,RS-model,uses: RS-node -> RS-model,Dependency
REL:uses:RS-node->RS-config,uses,,RS-node,RS-config,uses: RS-node -> RS-config,Dependency
REL:uses:RS-node->RS-mission,uses,,RS-node,RS-mission,uses: RS-node -> RS-mission,Dependency
REL:uses:RS-node->RS-eventing,uses,,RS-node,RS-eventing,uses: RS-node -> RS-eventing,Dependency
REL:uses:RS-node->RS-store,uses,,RS-node,RS-store,uses: RS-node -> RS-store,Dependency
REL:uses:RS-node->RS-time,uses,,RS-node,RS-time,uses: RS-node -> RS-time,Dependency
REL:uses:RS-node->RS-ingest,uses,,RS-node,RS-ingest,uses: RS-node -> RS-ingest,Dependency
REL:uses:RS-node->RS-sensor-management,uses,,RS-node,RS-sensor-management,uses: RS-node -> RS-sensor-management,Dependency
REL:uses:RS-node->RS-tracking-service,uses,,RS-node,RS-tracking-service,uses: RS-node -> RS-tracking-service,Dependency
REL:uses:RS-node->RS-intercept-service,uses,,RS-node,RS-intercept-service,uses: RS-node -> RS-intercept-service,Dependency
REL:uses:RS-node->RS-api,uses,,RS-node,RS-api,uses: RS-node -> RS-api,Dependency
REL:uses:RS-node->RS-remote,uses,,RS-node,RS-remote,uses: RS-node -> RS-remote,Dependency
REL:uses:RS-node->RS-security,uses,,RS-node,RS-security,uses: RS-node -> RS-security,Dependency
REL:uses:RS-node->RS-modelops,uses,,RS-node,RS-modelops,uses: RS-node -> RS-modelops,Dependency
REL:uses:RS-node->RS-identity,uses,,RS-node,RS-identity,uses: RS-node -> RS-identity,Dependency
REL:uses:RS-node->RS-policy,uses,,RS-node,RS-policy,uses: RS-node -> RS-policy,Dependency
REL:uses:RS-node->RS-geo,uses,,RS-node,RS-geo,uses: RS-node -> RS-geo,Dependency
REL:uses:RS-node->RS-analytics,uses,,RS-node,RS-analytics,uses: RS-node -> RS-analytics,Dependency
REL:uses:RS-node->RS-observability,uses,,RS-node,RS-observability,uses: RS-node -> RS-observability,Dependency
REL:uses:RS-node->RS-scenario,uses,,RS-node,RS-scenario,uses: RS-node -> RS-scenario,Dependency
REL:uses:RS-observability->RS-model,uses,,RS-observability,RS-model,uses: RS-observability -> RS-model,Dependency
REL:uses:RS-oracle->RS-filters,uses,,RS-oracle,RS-filters,uses: RS-oracle -> RS-filters,Dependency
REL:uses:RS-oracle->RS-association,uses,,RS-oracle,RS-association,uses: RS-oracle -> RS-association,Dependency
REL:uses:RS-oracle->RS-rfs,uses,,RS-oracle,RS-rfs,uses: RS-oracle -> RS-rfs,Dependency
REL:uses:RS-oracle->RS-scenario,uses,,RS-oracle,RS-scenario,uses: RS-oracle -> RS-scenario,Dependency
REL:uses:RS-oracle->RS-testkit,uses,,RS-oracle,RS-testkit,uses: RS-oracle -> RS-testkit,Dependency
REL:uses:RS-policy->RS-model,uses,,RS-policy,RS-model,uses: RS-policy -> RS-model,Dependency
REL:uses:RS-policy->RS-geo,uses,,RS-policy,RS-geo,uses: RS-policy -> RS-geo,Dependency
REL:uses:RS-remote->RS-security,uses,,RS-remote,RS-security,uses: RS-remote -> RS-security,Dependency
REL:uses:RS-remote->RS-model,uses,,RS-remote,RS-model,uses: RS-remote -> RS-model,Dependency
REL:uses:RS-remote->RS-eventing,uses,,RS-remote,RS-eventing,uses: RS-remote -> RS-eventing,Dependency
REL:uses:RS-remote->RS-api,uses,,RS-remote,RS-api,uses: RS-remote -> RS-api,Dependency
REL:uses:RS-remote->RS-tracking-service,uses,,RS-remote,RS-tracking-service,uses: RS-remote -> RS-tracking-service,Dependency
REL:uses:RS-remote->RS-intercept-service,uses,,RS-remote,RS-intercept-service,uses: RS-remote -> RS-intercept-service,Dependency
REL:uses:RS-remote->RS-analytics,uses,,RS-remote,RS-analytics,uses: RS-remote -> RS-analytics,Dependency
REL:uses:RS-replay->RS-model,uses,,RS-replay,RS-model,uses: RS-replay -> RS-model,Dependency
REL:uses:RS-replay->RS-eventing,uses,,RS-replay,RS-eventing,uses: RS-replay -> RS-eventing,Dependency
REL:uses:RS-replay->RS-store,uses,,RS-replay,RS-store,uses: RS-replay -> RS-store,Dependency
REL:uses:RS-replay->RS-time,uses,,RS-replay,RS-time,uses: RS-replay -> RS-time,Dependency
REL:uses:RS-reporting->RS-model,uses,,RS-reporting,RS-model,uses: RS-reporting -> RS-model,Dependency
REL:uses:RS-reporting->RS-eventing,uses,,RS-reporting,RS-eventing,uses: RS-reporting -> RS-eventing,Dependency
REL:uses:RS-reporting->RS-store,uses,,RS-reporting,RS-store,uses: RS-reporting -> RS-store,Dependency
REL:uses:RS-reporting->RS-metrics,uses,,RS-reporting,RS-metrics,uses: RS-reporting -> RS-metrics,Dependency
REL:uses:RS-reporting->RS-identity,uses,,RS-reporting,RS-identity,uses: RS-reporting -> RS-identity,Dependency
REL:uses:RS-resilience->RS-model,uses,,RS-resilience,RS-model,uses: RS-resilience -> RS-model,Dependency
REL:uses:RS-resilience->RS-eventing,uses,,RS-resilience,RS-eventing,uses: RS-resilience -> RS-eventing,Dependency
REL:uses:RS-resilience->RS-store,uses,,RS-resilience,RS-store,uses: RS-resilience -> RS-store,Dependency
REL:uses:RS-rfs->RS-track,uses,,RS-rfs,RS-track,uses: RS-rfs -> RS-track,Dependency
REL:uses:RS-rfs->RS-testkit,uses,,RS-rfs,RS-testkit,uses: RS-rfs -> RS-testkit,Dependency
REL:uses:RS-scenario->RS-core,uses,,RS-scenario,RS-core,uses: RS-scenario -> RS-core,Dependency
REL:uses:RS-scenario->RS-coord,uses,,RS-scenario,RS-coord,uses: RS-scenario -> RS-coord,Dependency
REL:uses:RS-scenario->RS-fusion-async,uses,,RS-scenario,RS-fusion-async,uses: RS-scenario -> RS-fusion-async,Dependency
REL:uses:RS-scenario->RS-testkit,uses,,RS-scenario,RS-testkit,uses: RS-scenario -> RS-testkit,Dependency
REL:uses:RS-sensor-management->RS-coord,uses,,RS-sensor-management,RS-coord,uses: RS-sensor-management -> RS-coord,Dependency
REL:uses:RS-sensor-management->RS-model,uses,,RS-sensor-management,RS-model,uses: RS-sensor-management -> RS-model,Dependency
REL:uses:RS-sensor-management->RS-config,uses,,RS-sensor-management,RS-config,uses: RS-sensor-management -> RS-config,Dependency
REL:uses:RS-store->RS-model,uses,,RS-store,RS-model,uses: RS-store -> RS-model,Dependency
REL:uses:RS-store->RS-eventing,uses,,RS-store,RS-eventing,uses: RS-store -> RS-eventing,Dependency
REL:uses:RS-time->RS-model,uses,,RS-time,RS-model,uses: RS-time -> RS-model,Dependency
REL:uses:RS-track-fusion->RS-track,uses,,RS-track-fusion,RS-track,uses: RS-track-fusion -> RS-track,Dependency
REL:uses:RS-track-fusion->RS-coord,uses,,RS-track-fusion,RS-coord,uses: RS-track-fusion -> RS-coord,Dependency
REL:uses:RS-track-fusion->RS-testkit,uses,,RS-track-fusion,RS-testkit,uses: RS-track-fusion -> RS-testkit,Dependency
REL:uses:RS-track->RS-core,uses,,RS-track,RS-core,uses: RS-track -> RS-core,Dependency
REL:uses:RS-track->RS-association,uses,,RS-track,RS-association,uses: RS-track -> RS-association,Dependency
REL:uses:RS-track->RS-testkit,uses,,RS-track,RS-testkit,uses: RS-track -> RS-testkit,Dependency
REL:uses:RS-tracking-service->RS-core,uses,,RS-tracking-service,RS-core,uses: RS-tracking-service -> RS-core,Dependency
REL:uses:RS-tracking-service->RS-coord,uses,,RS-tracking-service,RS-coord,uses: RS-tracking-service -> RS-coord,Dependency
REL:uses:RS-tracking-service->RS-filters,uses,,RS-tracking-service,RS-filters,uses: RS-tracking-service -> RS-filters,Dependency
REL:uses:RS-tracking-service->RS-association,uses,,RS-tracking-service,RS-association,uses: RS-tracking-service -> RS-association,Dependency
REL:uses:RS-tracking-service->RS-track,uses,,RS-tracking-service,RS-track,uses: RS-tracking-service -> RS-track,Dependency
REL:uses:RS-tracking-service->RS-rfs,uses,,RS-tracking-service,RS-rfs,uses: RS-tracking-service -> RS-rfs,Dependency
REL:uses:RS-tracking-service->RS-track-fusion,uses,,RS-tracking-service,RS-track-fusion,uses: RS-tracking-service -> RS-track-fusion,Dependency
REL:uses:RS-tracking-service->RS-fusion-async,uses,,RS-tracking-service,RS-fusion-async,uses: RS-tracking-service -> RS-fusion-async,Dependency
REL:uses:RS-tracking-service->RS-model,uses,,RS-tracking-service,RS-model,uses: RS-tracking-service -> RS-model,Dependency
REL:uses:RS-tracking-service->RS-scenario,uses,,RS-tracking-service,RS-scenario,uses: RS-tracking-service -> RS-scenario,Dependency
REL:uses:RS-tracking-service->RS-oracle,uses,,RS-tracking-service,RS-oracle,uses: RS-tracking-service -> RS-oracle,Dependency
REL:uses:RS-ui->RS-model,uses,,RS-ui,RS-model,uses: RS-ui -> RS-model,Dependency
REL:uses:RS-viewport3d->RS-data,uses,,RS-viewport3d,RS-data,uses: RS-viewport3d -> RS-data,Dependency
REL:uses:RS-viewport3d->RS-data-fusion,uses,,RS-viewport3d,RS-data-fusion,uses: RS-viewport3d -> RS-data-fusion,Dependency
REL:uses:RS-viewport3d->RS-model,uses,,RS-viewport3d,RS-model,uses: RS-viewport3d -> RS-model,Dependency
REL:uses:RS-viewport3d->RS-ui,uses,,RS-viewport3d,RS-ui,uses: RS-viewport3d -> RS-ui,Dependency
REL:uses:RS-workflow->RS-model,uses,,RS-workflow,RS-model,uses: RS-workflow -> RS-model,Dependency
REL:uses:RS-workflow->RS-security,uses,,RS-workflow,RS-security,uses: RS-workflow -> RS-security,Dependency
REL:uses:RS-workflow->RS-observability,uses,,RS-workflow,RS-observability,uses: RS-workflow -> RS-observability,Dependency
REL:uses:RS-workflow->RS-sensor-management,uses,,RS-workflow,RS-sensor-management,uses: RS-workflow -> RS-sensor-management,Dependency
REL:uses:RS-workflow->RS-assessment,uses,,RS-workflow,RS-assessment,uses: RS-workflow -> RS-assessment,Dependency
REL:satisfies:REQ-F-01->CAP-1.1,satisfies,Satisfies,REQ-F-01,CAP-1.1,satisfies: REQ-F-01 -> CAP-1.1,Abstraction
REL:satisfies:REQ-F-01->CAP-1.2,satisfies,Satisfies,REQ-F-01,CAP-1.2,satisfies: REQ-F-01 -> CAP-1.2,Abstraction
REL:satisfies:REQ-F-02->CAP-1.2,satisfies,Satisfies,REQ-F-02,CAP-1.2,satisfies: REQ-F-02 -> CAP-1.2,Abstraction
REL:satisfies:REQ-F-03->CAP-1.3,satisfies,Satisfies,REQ-F-03,CAP-1.3,satisfies: REQ-F-03 -> CAP-1.3,Abstraction
REL:satisfies:REQ-F-04->CAP-1.4,satisfies,Satisfies,REQ-F-04,CAP-1.4,satisfies: REQ-F-04 -> CAP-1.4,Abstraction
REL:satisfies:REQ-F-05->CAP-1.5,satisfies,Satisfies,REQ-F-05,CAP-1.5,satisfies: REQ-F-05 -> CAP-1.5,Abstraction
REL:satisfies:REQ-F-06->CAP-1.7,satisfies,Satisfies,REQ-F-06,CAP-1.7,satisfies: REQ-F-06 -> CAP-1.7,Abstraction
REL:satisfies:REQ-F-07->CAP-2.1,satisfies,Satisfies,REQ-F-07,CAP-2.1,satisfies: REQ-F-07 -> CAP-2.1,Abstraction
REL:satisfies:REQ-F-07->CAP-2.5,satisfies,Satisfies,REQ-F-07,CAP-2.5,satisfies: REQ-F-07 -> CAP-2.5,Abstraction
REL:satisfies:REQ-F-08->CAP-2.2,satisfies,Satisfies,REQ-F-08,CAP-2.2,satisfies: REQ-F-08 -> CAP-2.2,Abstraction
REL:satisfies:REQ-F-09->CAP-2.6,satisfies,Satisfies,REQ-F-09,CAP-2.6,satisfies: REQ-F-09 -> CAP-2.6,Abstraction
REL:satisfies:REQ-F-10->CAP-2.7,satisfies,Satisfies,REQ-F-10,CAP-2.7,satisfies: REQ-F-10 -> CAP-2.7,Abstraction
REL:satisfies:REQ-F-11->CAP-3.1,satisfies,Satisfies,REQ-F-11,CAP-3.1,satisfies: REQ-F-11 -> CAP-3.1,Abstraction
REL:satisfies:REQ-F-11->CAP-3.2,satisfies,Satisfies,REQ-F-11,CAP-3.2,satisfies: REQ-F-11 -> CAP-3.2,Abstraction
REL:satisfies:REQ-F-12->CAP-3.3,satisfies,Satisfies,REQ-F-12,CAP-3.3,satisfies: REQ-F-12 -> CAP-3.3,Abstraction
REL:satisfies:REQ-F-12->CAP-3.4,satisfies,Satisfies,REQ-F-12,CAP-3.4,satisfies: REQ-F-12 -> CAP-3.4,Abstraction
REL:satisfies:REQ-F-13->CAP-3.5,satisfies,Satisfies,REQ-F-13,CAP-3.5,satisfies: REQ-F-13 -> CAP-3.5,Abstraction
REL:satisfies:REQ-F-14->CAP-3.7,satisfies,Satisfies,REQ-F-14,CAP-3.7,satisfies: REQ-F-14 -> CAP-3.7,Abstraction
REL:satisfies:REQ-F-15->CAP-5.2,satisfies,Satisfies,REQ-F-15,CAP-5.2,satisfies: REQ-F-15 -> CAP-5.2,Abstraction
REL:satisfies:REQ-F-16->CAP-5.3,satisfies,Satisfies,REQ-F-16,CAP-5.3,satisfies: REQ-F-16 -> CAP-5.3,Abstraction
REL:satisfies:REQ-D-02->CAP-1.2,satisfies,Satisfies,REQ-D-02,CAP-1.2,satisfies: REQ-D-02 -> CAP-1.2,Abstraction
REL:satisfies:REQ-D-07->CAP-6.6,satisfies,Satisfies,REQ-D-07,CAP-6.6,satisfies: REQ-D-07 -> CAP-6.6,Abstraction
REL:satisfies:REQ-I-01->CAP-7.1,satisfies,Satisfies,REQ-I-01,CAP-7.1,satisfies: REQ-I-01 -> CAP-7.1,Abstraction
REL:satisfies:REQ-I-02->CAP-7.2,satisfies,Satisfies,REQ-I-02,CAP-7.2,satisfies: REQ-I-02 -> CAP-7.2,Abstraction
REL:satisfies:REQ-S-01->CAP-4.3,satisfies,Satisfies,REQ-S-01,CAP-4.3,satisfies: REQ-S-01 -> CAP-4.3,Abstraction
REL:satisfies:REQ-S-02->CAP-6.2,satisfies,Satisfies,REQ-S-02,CAP-6.2,satisfies: REQ-S-02 -> CAP-6.2,Abstraction
REL:satisfies:REQ-S-03->CAP-3.6,satisfies,Satisfies,REQ-S-03,CAP-3.6,satisfies: REQ-S-03 -> CAP-3.6,Abstraction
REL:satisfies:REQ-S-04->CAP-3.6,satisfies,Satisfies,REQ-S-04,CAP-3.6,satisfies: REQ-S-04 -> CAP-3.6,Abstraction
REL:satisfies:REQ-S-04->CAP-3.7,satisfies,Satisfies,REQ-S-04,CAP-3.7,satisfies: REQ-S-04 -> CAP-3.7,Abstraction
REL:satisfies:REQ-S-05->CAP-6.3,satisfies,Satisfies,REQ-S-05,CAP-6.3,satisfies: REQ-S-05 -> CAP-6.3,Abstraction
REL:satisfies:REQ-S-07->CAP-6.4,satisfies,Satisfies,REQ-S-07,CAP-6.4,satisfies: REQ-S-07 -> CAP-6.4,Abstraction
REL:satisfies:REQ-S-10->CAP-6.5,satisfies,Satisfies,REQ-S-10,CAP-6.5,satisfies: REQ-S-10 -> CAP-6.5,Abstraction
REL:satisfies:REQ-U-01->CAP-5.9,satisfies,Satisfies,REQ-U-01,CAP-5.9,satisfies: REQ-U-01 -> CAP-5.9,Abstraction
REL:carried_by:REQ-F-01->RS-ingest,carried_by,CarriedBy,REQ-F-01,RS-ingest,carried_by: REQ-F-01 -> RS-ingest,Abstraction
REL:carried_by:REQ-F-02->RS-security,carried_by,CarriedBy,REQ-F-02,RS-security,carried_by: REQ-F-02 -> RS-security,Abstraction
REL:carried_by:REQ-F-03->RS-sensor-management,carried_by,CarriedBy,REQ-F-03,RS-sensor-management,carried_by: REQ-F-03 -> RS-sensor-management,Abstraction
REL:carried_by:REQ-F-04->RS-analytics,carried_by,CarriedBy,REQ-F-04,RS-analytics,carried_by: REQ-F-04 -> RS-analytics,Abstraction
REL:carried_by:REQ-F-05->RS-time,carried_by,CarriedBy,REQ-F-05,RS-time,carried_by: REQ-F-05 -> RS-time,Abstraction
REL:carried_by:REQ-F-06->RS-interop,carried_by,CarriedBy,REQ-F-06,RS-interop,carried_by: REQ-F-06 -> RS-interop,Abstraction
REL:carried_by:REQ-F-06->RS-identification,carried_by,CarriedBy,REQ-F-06,RS-identification,carried_by: REQ-F-06 -> RS-identification,Abstraction
REL:carried_by:REQ-F-08->RS-model,carried_by,CarriedBy,REQ-F-08,RS-model,carried_by: REQ-F-08 -> RS-model,Abstraction
REL:carried_by:REQ-F-09->RS-identification,carried_by,CarriedBy,REQ-F-09,RS-identification,carried_by: REQ-F-09 -> RS-identification,Abstraction
REL:carried_by:REQ-F-09->RS-policy,carried_by,CarriedBy,REQ-F-09,RS-policy,carried_by: REQ-F-09 -> RS-policy,Abstraction
REL:carried_by:REQ-F-10->RS-identity,carried_by,CarriedBy,REQ-F-10,RS-identity,carried_by: REQ-F-10 -> RS-identity,Abstraction
REL:carried_by:REQ-F-11->RS-assessment,carried_by,CarriedBy,REQ-F-11,RS-assessment,carried_by: REQ-F-11 -> RS-assessment,Abstraction
REL:carried_by:REQ-F-12->RS-allocation,carried_by,CarriedBy,REQ-F-12,RS-allocation,carried_by: REQ-F-12 -> RS-allocation,Abstraction
REL:carried_by:REQ-F-12->RS-intercept-service,carried_by,CarriedBy,REQ-F-12,RS-intercept-service,carried_by: REQ-F-12 -> RS-intercept-service,Abstraction
REL:carried_by:REQ-F-13->RS-decision,carried_by,CarriedBy,REQ-F-13,RS-decision,carried_by: REQ-F-13 -> RS-decision,Abstraction
REL:carried_by:REQ-F-14->RS-command,carried_by,CarriedBy,REQ-F-14,RS-command,carried_by: REQ-F-14 -> RS-command,Abstraction
REL:carried_by:REQ-F-15->RS-store,carried_by,CarriedBy,REQ-F-15,RS-store,carried_by: REQ-F-15 -> RS-store,Abstraction
REL:carried_by:REQ-F-15->RS-replay,carried_by,CarriedBy,REQ-F-15,RS-replay,carried_by: REQ-F-15 -> RS-replay,Abstraction
